,Car_name,mileage,dealer_name,Service_ratings,Service_reviews,consumer_ratings,consumer_reviews,price,Ext_color,Int_color,drive_train,fuel_type,transmission,engine
283,2021 Toyota RAV4 LE,"41,256 mi.",Rochester Toyota,4.8,(441 reviews),4.8,(102 reviews),"$30,000", Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
284,2019 Toyota Camry XSE,"21,001 mi.",South Dade Toyota,4.9,"(1,372 reviews)",4.8,(309 reviews),"$37,585", Wind Chill Pearl / Midnight Black Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
285,2021 Toyota Tundra SR5,"39,525 mi.",North Park Toyota of San Antonio,4.8,"(1,815 reviews)",4.9,(32 reviews),"$44,891", 39525 , Graphite , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
286,2021 Toyota Tundra SR5,"18,995 mi.",Camelback Toyota,4.3,(793 reviews),4.9,(32 reviews),"$50,850", Voodoo Blue , Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
287,2018 Toyota 4Runner Limited 4WD,"55,920 mi.",Longo Toyota of Prosper,4.9,(828 reviews),4.8,(253 reviews),"$41,571", White , Black Graphite , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
288,2020 Toyota Corolla SE,"24,437 mi.",Advantage Toyota Valley Stream,4.5,"(2,870 reviews)",4.7,(233 reviews),"$23,698", CELESTITE , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
289,2019 Toyota RAV4 XLE Premium,"36,120 mi.",Toyota of Brookfield,4.8,"(1,682 reviews)",4.6,(444 reviews),"$34,400", Magnetic Gray Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
290,2021 Toyota Highlander XSE,"16,424 mi.",Toyota of Fayetteville,4.8,(522 reviews),4.9,(93 reviews),"$50,000", Midnight Black Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
291,2018 Toyota RAV4 LE,"32,388 mi.",Acton Toyota of Littleton,4.8,"(3,682 reviews)",4.8,(770 reviews),"$26,752", White , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
292,2020 Toyota RAV4 LE,"16,547 mi.",Sloane Toyota of Glenside,4.9,"(2,840 reviews)",4.7,(166 reviews),"$31,773", Black , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
293,2018 Toyota RAV4 XLE,"47,915 mi.",West Herr Toyota of Orchard Park,4.8,(729 reviews),4.8,(770 reviews),"$27,947", Super White , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
294,2021 Toyota Corolla LE,"41,852 mi.",Camelback Toyota,4.3,(793 reviews),4.8,(74 reviews),"$24,997", CELESTITE , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
295,2019 Toyota Camry LE,"72,396 mi.",Sheehy Toyota of Laurel,3.6,(20 reviews),4.8,(309 reviews),"$22,991", Midnight Black Metallic , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
296,2021 Toyota RAV4 XLE Premium,"17,430 mi.",Peter Boulware Toyota,4.6,"(1,239 reviews)",4.8,(102 reviews),"$38,609", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
297,2020 Toyota Camry XSE,"17,582 mi.",South Dade Toyota,4.9,"(1,372 reviews)",4.8,(142 reviews),"$31,823", Wind Chill Pearl , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
298,2019 Toyota Corolla SE,"61,570 mi.",Fred Anderson Toyota of Asheville,4.0,(382 reviews),4.8,(167 reviews),"$22,232", Slate Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
299,2021 Toyota Tundra Limited,"15,207 mi.",Toyota of Bowie,4.5,(478 reviews),4.9,(32 reviews),"$54,845", Midnight Black Metallic , Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
300,2021 Toyota Corolla LE,"10,473 mi.",Shottenkirk Toyota of Weatherford,4.2,"(1,633 reviews)",4.8,(74 reviews),"$26,776", Blueprint , Moonstone , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
301,2020 Toyota RAV4 XLE,"65,743 mi.",Dolan Toyota,4.6,"(1,291 reviews)",4.7,(166 reviews),"$32,777", Ice , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
302,2018 Toyota RAV4 XLE,"34,169 mi.",Toyota of Brookfield,4.8,"(1,682 reviews)",4.8,(770 reviews),"$27,569", Magnetic Gray Metallic , Ash , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
303,2021 Toyota Camry SE,"60,939 mi.",Toyota of Tampa Bay on Fletcher,4.8,"(3,253 reviews)",4.8,(69 reviews),"$26,156", Celestial Silver Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
304,2022 Toyota Highlander Hybrid Platinum,"1,187 mi.",Smart Motors,4.6,(829 reviews),5.0,(2 reviews),"$69,985", Blueprint , Beige , All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
305,2021 Toyota Corolla LE,"42,473 mi.",Camelback Toyota,4.3,(793 reviews),4.8,(74 reviews),"$24,997", Classic Silver Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
306,2021 Toyota 4Runner SR5 Premium,"14,490 mi.",Sand Mountain Toyota,4.9,(256 reviews),4.9,(42 reviews),"$45,459", Blue , Black / Graphite , Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
307,2020 Toyota RAV4 LE,"18,431 mi.",Ira Toyota of Danvers,4.4,"(2,636 reviews)",4.7,(166 reviews),"$30,900", Magnetic Gray Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
308,2020 Toyota 4Runner SR5,"16,658 mi.",AutoNation Toyota Las Vegas,4.6,"(2,035 reviews)",4.8,(84 reviews),"$40,998", Magnetic Gray Metallic , – , Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
309,2018 Toyota RAV4 XLE,"23,564 mi.",Nalley Toyota Stonecrest,4.5,(437 reviews),4.8,(770 reviews),"$31,200", Black Currant Metallic , Cinnamon , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
310,2021 Toyota Corolla LE,"12,167 mi.",Toyota of Brookfield,4.8,"(1,682 reviews)",4.8,(74 reviews),"$24,734", Black Sand Pearl , Macadamia , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
311,2021 Toyota Camry XSE,"17,740 mi.",Toyota of the Shoals,4.7,(71 reviews),4.8,(69 reviews),"$38,988", Black , Gray , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
312,2021 Toyota RAV4 LE,"46,442 mi.",Rochester Toyota,4.8,(441 reviews),4.8,(102 reviews),"$29,599", Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
313,2021 Toyota RAV4 XLE Premium,"5,318 mi.",North Park Toyota of San Antonio,4.8,"(1,815 reviews)",4.8,(102 reviews),"$38,981", Silver Sky Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
314,2021 Toyota Corolla LE,"24,039 mi.",Avondale Toyota,4.9,"(2,315 reviews)",4.8,(74 reviews),"$28,781", Super White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
315,2021 Toyota Corolla LE,"22,698 mi.",Avondale Toyota,4.9,"(2,315 reviews)",4.8,(74 reviews),"$28,981", Super White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
316,2018 Toyota RAV4 LE,"40,254 mi.",Beaver Toyota Cumming,4.8,"(1,209 reviews)",4.8,(770 reviews),"$26,992", Silver Sky Metallic , Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
317,2021 Toyota 4Runner Trail,"13,100 mi.",Stone Mountain Toyota,4.3,(926 reviews),4.9,(42 reviews),"$49,830", Army Green , Redwood , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
318,2019 Toyota RAV4 XLE,"18,832 mi.",Groove Toyota,4.7,"(1,043 reviews)",4.6,(444 reviews),"$35,190", Magnetic Gray Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
319,2019 Honda CR-V EX-L,"32,594 mi.",Jay Wolfe Honda,4.8,(234 reviews),4.8,(540 reviews),"$34,750", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
320,2020 Honda CR-V EX,"14,925 mi.",Ourisman Honda of Laurel -Se Hablo Espanol,2.8,(24 reviews),4.8,(269 reviews),"$33,209", Platinum White Pearl , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
321,2019 Honda CR-V EX-L,"16,249 mi.",Kelly Honda,4.6,"(1,312 reviews)",4.8,(540 reviews),"$35,999", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
322,2021 Honda CR-V EX,"10,717 mi.",Kelly Honda,4.6,"(1,312 reviews)",4.9,(109 reviews),"$35,999", Aegean Blue Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
323,2019 Honda CR-V EX-L,"21,814 mi.",Sons Honda,4.8,"(1,049 reviews)",4.8,(540 reviews),"$33,485", Gray , Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
324,2019 Honda CR-V EX,"77,069 mi.",Columbia Honda,4.9,"(1,064 reviews)",4.8,(540 reviews),"$28,847", Sandstorm Metallic , Ivory , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
325,2018 Honda CR-V EX-L,"41,164 mi.",Economy Honda Superstore,4.8,"(1,860 reviews)",4.7,"(1,019 reviews)","$30,998", Red , Beige , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
326,2017 Honda Accord EX-L,"4,169 mi.",Plaza Auto Mall,4.6,"(1,411 reviews)",4.8,(572 reviews),"$28,949", Gray , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC
327,2019 Honda CR-V EX,"16,479 mi.",Bernardi Honda in Natick,4.6,"(1,436 reviews)",4.8,(540 reviews),"$31,000", Modern Steel Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
328,2020 Honda CR-V EX-L,"19,352 mi.",Honda of  Seattle,4.6,(143 reviews),4.8,(269 reviews),"$36,389", Sonic Gray Pearl , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
329,2019 Honda CR-V EX-L,"23,193 mi.",East Coast Honda,4.6,(109 reviews),4.8,(540 reviews),"$38,000", Dark Olive Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
330,2018 Honda CR-V EX-L,"17,406 mi.",Paragon Honda,4.7,"(5,822 reviews)",4.7,"(1,019 reviews)","$29,500", Modern Steel Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
331,2019 Honda Accord EX-L,"49,239 mi.",Germain Honda of Dublin,4.8,"(4,126 reviews)",4.7,(223 reviews),"$29,997", Crystal Black Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
332,2018 Honda CR-V EX-L w/Navigation,"19,055 mi.",DCH Honda of Nanuet,4.7,"(1,336 reviews)",4.7,"(1,019 reviews)","$29,499", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
333,2019 Honda Passport Sport,"11,827 mi.",Honda of Fort Worth,4.8,"(2,493 reviews)",4.7,(102 reviews),"$35,000", Lunar Silver Metallic , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
334,2019 Honda CR-V EX-L,"17,875 mi.",Martin Main Line Honda,4.8,"(2,749 reviews)",4.8,(540 reviews),"$32,813", Basque Red Pearl II , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
335,2019 Honda Civic LX,"65,409 mi.",Frank Leta Honda,4.7,(930 reviews),4.9,(275 reviews),"$23,795", Aegean Blue Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
336,2021 Honda CR-V Hybrid EX,"16,936 mi.",Boch Honda,4.5,"(2,420 reviews)",4.8,(23 reviews),"$40,670", Obsidian Blue Pearl , Gray , All-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid
337,2020 Honda Civic LX,"10,859 mi.",Findlay Honda Henderson,4.6,(386 reviews),4.9,(169 reviews),"$28,799", Molten Lava , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
338,2019 Honda CR-V EX-L,"22,424 mi.",Mungenast St. Louis Honda,4.9,"(2,631 reviews)",4.8,(540 reviews),"$35,500", Lunar Silver Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
339,2019 Honda CR-V EX,"16,737 mi.",Sloane Honda,4.8,"(1,735 reviews)",4.8,(540 reviews),"$29,999", Modern Steel Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
340,2019 Honda Pilot EX-L,"50,036 mi.",Economy Honda Superstore,4.8,"(1,860 reviews)",4.8,(223 reviews),"$34,998", Black , Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
341,2021 Honda CR-V LX,"14,830 mi.",Findlay Honda Henderson,4.6,(386 reviews),4.9,(109 reviews),"$32,998", Platinum White Pearl , Ivory , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
342,2019 Honda Civic LX,"17,641 mi.",David McDavid Honda of Frisco,4.5,"(1,428 reviews)",4.9,(275 reviews),"$24,988", Crystal Black Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
343,2019 Honda CR-V EX-L,"18,496 mi.",Classic Honda,4.7,(967 reviews),4.8,(540 reviews),"$30,987", Gray , Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
344,2019 Honda Pilot EX,"41,000 mi.",Honda on Grand,4.6,"(1,004 reviews)",4.8,(223 reviews),"$31,995", White , – , Front-wheel Drive ,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212
345,2019 Honda CR-V EX,"38,819 mi.",Rick Case Honda,4.6,"(1,352 reviews)",4.8,(540 reviews),"$27,464", Gray , Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
346,2019 Honda CR-V EX,"16,488 mi.",AutoNation Honda Fremont,4.7,"(2,029 reviews)",4.8,(540 reviews),"$33,455", Maroon , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
347,2020 Honda Civic Sport,"30,420 mi.",AutoNation Honda Miami Lakes,4.7,"(1,899 reviews)",4.9,(169 reviews),"$25,589", Crystal Black Pearl , – , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
348,2019 Honda CR-V EX-L,"17,506 mi.",Burns Honda,4.8,"(1,567 reviews)",4.8,(540 reviews),"$33,760", Crystal Black Pearl , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
349,2019 Honda CR-V EX-L,"39,005 mi.",Buerkle Hyundai,4.8,"(1,072 reviews)",4.8,(540 reviews),"$31,999", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
350,2020 Honda Civic LX,"31,912 mi.",McGovern Honda of Boston,4.8,"(1,124 reviews)",4.9,(169 reviews),"$26,300", Modern Steel Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
351,2019 Honda CR-V EX-L,"35,315 mi.",Boch Honda,4.5,"(2,420 reviews)",4.8,(540 reviews),"$31,750", Dark Olive Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
352,2019 Honda CR-V EX,"30,240 mi.",John Eagle Honda of Dallas,4.8,"(2,061 reviews)",4.8,(540 reviews),"$29,250", Modern Steel Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
353,2019 Honda CR-V EX,"18,660 mi.",Berlin City Honda of Portland,4.8,"(1,472 reviews)",4.8,(540 reviews),"$32,414", Dark Olive Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
354,2021 Honda Pilot Special Edition,"16,334 mi.",Rick Case Honda,4.6,"(1,352 reviews)",4.8,(63 reviews),"$38,482", Black , Black , Front-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
355,2019 Honda CR-V EX,"13,648 mi.",Luther Brookdale Honda,4.6,"(6,131 reviews)",4.8,(540 reviews),"$30,495", Modern Steel Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
356,2017 Honda CR-V EX-L w/Navigation,"54,903 mi.",Apostolakis Honda,4.9,(567 reviews),4.8,(803 reviews),"$27,500", White , Ivory , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
357,2019 Honda CR-V EX-L,"57,583 mi.",McKenney Salinas Honda,4.7,(543 reviews),4.8,(540 reviews),"$33,900", Gunmetal Metallic , Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
358,2019 Honda CR-V EX-L,"14,069 mi.",Hendrick Honda Woodbridge,4.7,(692 reviews),4.8,(540 reviews),"$34,370", Dark Olive Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
359,2020 Honda CR-V EX,"16,319 mi.",Victory Honda Of Jackson,3.8,(103 reviews),4.8,(269 reviews),"$34,385", Aegean Blue Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
360,2019 Honda CR-V EX-L,"21,571 mi.",AutoNation Honda Dulles,4.7,"(2,256 reviews)",4.8,(540 reviews),"$33,952", Modern Steel Metallic , – , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
361,2019 Honda CR-V LX,"47,264 mi.",David McDavid Honda of Frisco,4.5,"(1,428 reviews)",4.8,(540 reviews),"$26,356", Crystal Black Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC
362,2021 Honda Accord Sport 1.5T,"10,909 mi.",AutoNation Honda Roseville,4.7,"(2,169 reviews)",5.0,(36 reviews),"$36,599", Blue , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
363,2019 Honda CR-V EX-L,"20,269 mi.",Scott Honda of West Chester,4.9,"(3,325 reviews)",4.8,(540 reviews),"$32,291", Obsidian Blue Pearl , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
364,2019 Honda CR-V EX-L,"22,777 mi.",Honda of New Rochelle,4.8,"(3,093 reviews)",4.8,(540 reviews),"$30,863", Modern Steel Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
365,2019 Honda CR-V EX-L,"12,969 mi.",Honda of Watertown,4.7,(768 reviews),4.8,(540 reviews),"$34,804", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
366,2019 Honda CR-V Touring,"23,342 mi.",Valley Honda,4.9,"(9,126 reviews)",4.8,(540 reviews),"$34,495", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
367,2019 Honda CR-V EX-L,"34,800 mi.",Serra Auto Park,4.5,(146 reviews),4.8,(540 reviews),"$31,977", Platinum White Pearl , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
368,2019 Honda Civic Sport,"31,646 mi.",Buerkle Hyundai,4.8,"(1,072 reviews)",4.9,(275 reviews),"$26,667", Gray , – , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
369,2020 Honda CR-V EX-L,"27,358 mi.",Luther Mankato Honda,4.8,(839 reviews),4.8,(269 reviews),"$35,001", Aegean Blue Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
370,2019 Honda CR-V EX,"12,947 mi.",Honda of Chantilly,4.6,(654 reviews),4.8,(540 reviews),"$31,872", Modern Steel Metallic , Gray , All-wheel Drive ,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
371,2019 Honda Pilot EX-L,"51,217 mi.",Honda of Turnersville,4.7,(618 reviews),4.8,(223 reviews),"$34,980", Crystal Black Pearl , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
372,2019 Honda CR-V EX,"12,871 mi.",Piazza Honda of Philadelphia,4.7,(217 reviews),4.8,(540 reviews),"$32,302", Platinum White Pearl , – , All-wheel Drive ,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
373,2019 Honda CR-V EX,"38,974 mi.",Jay Wolfe Honda,4.8,(234 reviews),4.8,(540 reviews),"$32,350", Basque Red Pearl , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
374,2020 Honda CR-V EX,"13,533 mi.",Shottenkirk Honda of Cartersville,4.7,"(3,827 reviews)",4.8,(269 reviews),"$35,999", White , Ivory , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
375,2021 Honda Passport EX-L,"20,807 mi.",Bill Page Honda,4.7,"(1,648 reviews)",4.8,(19 reviews),"$39,200", Modern Steel Metallic , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
376,2019 Honda CR-V EX-L,"36,432 mi.",Ron Bouchard Honda,4.8,(421 reviews),4.8,(540 reviews),"$31,153", Gray , Black , All-wheel Drive ,Gasoline ,continuously variable w/sport mode,4 Cylinder Engine
377,2021 Honda CR-V EX-L,"17,494 mi.",Honda Mall of Georgia,4.7,"(1,148 reviews)",4.9,(109 reviews),"$36,480", Silver Metallic , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
378,2019 Honda CR-V EX,"47,038 mi.",Balise Honda of North Attleboro,4.6,(373 reviews),4.8,(540 reviews),"$28,977", Platinum White Pearl , Ivory , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
379,2019 Honda CR-V EX-L,"26,859 mi.",Matt Burne Honda,4.8,"(3,227 reviews)",4.8,(540 reviews),"$32,695", Gunmetal Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
380,2019 Honda CR-V EX-L,"28,858 mi.",Van's Honda,4.4,(87 reviews),4.8,(540 reviews),"$32,399", Basque Red Pearl II , Gray , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
381,2019 Honda HR-V EX,"12,917 mi.",Shottenkirk Honda of Cartersville,4.7,"(3,827 reviews)",4.6,(165 reviews),"$27,989", Silver , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC
382,2019 Honda CR-V LX,"20,830 mi.",Brown Honda,4.7,(349 reviews),4.8,(540 reviews),"$27,499", Modern Steel Metallic , Black , All-wheel Drive ,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC
383,2021 Honda CR-V EX,"14,157 mi.",Gwinnett Place Honda,4.7,"(3,220 reviews)",4.9,(109 reviews),"$35,488", Crystal Black Pearl , Black , All-wheel Drive ,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
384,2019 Honda CR-V LX,"18,225 mi.",Honda of Owings Mills,4.7,(970 reviews),4.8,(540 reviews),"$29,013", Modern Steel Metallic , Black , All-wheel Drive ,Gasoline ,Variable,Regular Unleaded I-4 2.4 L/144
385,2019 Honda CR-V LX,"22,077 mi.",David McDavid Honda of Frisco,4.5,"(1,428 reviews)",4.8,(540 reviews),"$27,988", Platinum White Pearl , Ivory , Front-wheel Drive ,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC
386,2017 Honda CR-V EX-L,"35,993 mi.",Rosenthal Fairfax Honda,3.9,(437 reviews),4.8,(803 reviews),"$28,228", Molten Lava Pearl , Ivory , All-wheel Drive ,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
387,2019 Honda CR-V EX,"18,764 mi.",Lia Honda of Williamsville,4.8,"(1,186 reviews)",4.8,(540 reviews),"$29,418", Crystal Black Pearl , Black , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
388,2022 Honda Civic Sport,"17,888 mi.",Honda of Denton,4.7,(708 reviews),5.0,(3 reviews),"$33,731", Crystal Black Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V GDI DOHC
389,2019 Honda Civic LX,"21,686 mi.",Coggin Honda of Fort Pierce,4.7,(655 reviews),4.9,(275 reviews),"$23,200", Molten Lava Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
390,2019 Honda CR-V EX,"12,187 mi.",Dick Brooks Honda,4.8,(831 reviews),4.8,(540 reviews),"$34,990", Gray , – , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
391,2019 Honda CR-V EX,"49,740 mi.",Ralph Honda,4.8,(777 reviews),4.8,(540 reviews),"$28,620", Sandstorm Metallic , Ivory , All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
392,2019 Honda Accord Sport,"47,926 mi.",Honda of Turnersville,4.7,(618 reviews),4.7,(223 reviews),"$29,380", Still Night Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
