,Car_name,mileage,dealer_name,Service_ratings,Service_reviews,consumer_ratings,consumer_reviews,price,Ext_color,Int_color,drive_train,fuel_type,transmission,engine
172,2022 Toyota 4Runner TRD Sport,"10,230 mi.",Toyota of Fayetteville,4.8,(522 reviews),,,"$49,000", Lunar Rock , Black / Graphite , Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
173,2020 Toyota Camry SE,"41,313 mi.",Wolfchase Toyota,4.4,(295 reviews),4.8,(142 reviews),"$30,476", White , – , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
174,2021 Toyota 4Runner SR5 Premium,"11,298 mi.",Toyota of Cedar Park,4.8,"(2,018 reviews)",4.9,(42 reviews),"$48,971", Black , Black / Graphite , Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
175,2021 Toyota RAV4 LE,"10,953 mi.",Toyota of Tampa Bay on Fletcher,4.8,"(3,253 reviews)",4.8,(102 reviews),"$29,562", Ruby Flare Pearl , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
176,2019 Toyota Highlander XLE,"33,630 mi.",Groove Toyota,4.7,"(1,043 reviews)",4.6,(363 reviews),"$40,390", Predawn Gray Mica , Ash , All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
177,2020 Toyota Camry LE,"49,625 mi.",Rudy Luther Toyota,4.8,"(3,410 reviews)",4.8,(142 reviews),"$27,990", Super White , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
178,2021 Toyota RAV4 LE,"46,803 mi.",Sun Toyota,4.9,"(8,347 reviews)",4.8,(102 reviews),"$26,585", Super White , Nutmeg , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
179,2021 Toyota Corolla LE,"18,266 mi.",Big Two Toyota of Chandler,4.0,(339 reviews),4.8,(74 reviews),"$27,975", Classic Silver Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
180,2020 Toyota RAV4 Hybrid Limited,"42,425 mi.",Burnsville Toyota,4.8,(948 reviews),4.7,(97 reviews),"$46,964", Magnetic Gray Metallic , Light Gray , All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
181,2020 Toyota C-HR LE,"24,462 mi.",Advantage Toyota Valley Stream,4.5,"(2,870 reviews)",4.9,(28 reviews),"$24,598", Blizzard Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
182,2020 Toyota Tacoma SR5,"21,056 mi.",Berge Toyota,4.8,(964 reviews),4.7,(123 reviews),"$39,424", Magnetic Gray Metallic , Cement , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC
183,2020 Toyota Prius LE,"47,344 mi.",Toyota of Lincoln Park,4.2,(380 reviews),4.7,(18 reviews),"$26,353", Red , Black , Front-wheel Drive ,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid
184,2021 Toyota Camry XSE,"11,285 mi.",Toyota of Brookfield,4.8,"(1,682 reviews)",4.8,(69 reviews),"$36,640", Wind Chill Pearl / Midnight Black Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
185,2021 Toyota Corolla LE,"10,079 mi.",Cavender Toyota,4.6,(774 reviews),4.8,(74 reviews),"$26,891", CELESTITE , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
186,2021 Toyota Corolla LE,"32,842 mi.",Brent Brown Toyota,4.6,"(5,683 reviews)",4.8,(74 reviews),"$27,990", Black , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
187,2020 Toyota RAV4 LE,"65,694 mi.",Page Toyota,4.7,(193 reviews),4.7,(166 reviews),"$27,995", Gray , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
188,2021 Toyota Tacoma TRD Sport,"15,187 mi.",Toyota of Clermont,4.8,"(2,441 reviews)",4.8,(85 reviews),"$37,995", Black , – , Rear-wheel Drive ,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/211
189,2021 Toyota RAV4 XLE,"15,457 mi.",Rogers Toyota of Hermiston,5.0,(1 review),4.8,(102 reviews),"$36,900", Magnetic Gray Metallic , – , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
190,2021 Toyota Tundra 1794,"12,951 mi.",Waldorf Toyota,4.7,"(1,005 reviews)",4.9,(32 reviews),"$55,987", Midnight Black Metallic , Brown , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
191,2021 Toyota Tacoma SR,"13,615 mi.",Bryan College Station Toyota,4.4,(170 reviews),4.8,(85 reviews),"$32,288", White , Black , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC
192,2018 Toyota RAV4 XLE,"31,442 mi.",AutoNation Toyota Winter Park,4.7,"(4,539 reviews)",4.8,(770 reviews),"$26,991", Magnetic Gray Metallic , – , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
193,2019 Toyota RAV4 XLE,"62,855 mi.",Landers Toyota,4.8,"(2,310 reviews)",4.6,(444 reviews),"$31,295", Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
194,2021 Toyota Corolla SE,"21,674 mi.",Cavender Toyota,4.6,(774 reviews),4.8,(74 reviews),"$29,992", Blue Crush , – , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
195,2020 Toyota RAV4 LE,"18,784 mi.",Germain Toyota,4.7,"(2,155 reviews)",4.7,(166 reviews),"$30,000", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
196,2020 Toyota Camry XSE,"28,223 mi.",South Dade Toyota,4.9,"(1,372 reviews)",4.8,(142 reviews),"$29,971", Galactic Aqua , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
197,2021 Toyota Corolla LE,"33,041 mi.",Jim Ellis Toyota of McDonough,4.7,"(4,569 reviews)",4.8,(74 reviews),"$24,992", Barcelona Red Metallic , Macadamia , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
198,2017 Toyota RAV4 XLE,"46,965 mi.",Mark Jacobson Toyota,4.8,"(2,444 reviews)",4.8,(591 reviews),"$25,900", Magnetic Gray Metallic , Ash , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
199,2021 Toyota Corolla SE,"24,523 mi.",Cavender Toyota,4.6,(774 reviews),4.8,(74 reviews),"$30,891", Super White , – , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
200,2019 Toyota Camry XSE,"23,822 mi.",Toyota of Brookfield,4.8,"(1,682 reviews)",4.8,(309 reviews),"$34,100", Wind Chill Pearl , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
201,2020 Toyota RAV4 LE,"42,206 mi.",Ira Toyota of Danvers,4.4,"(2,636 reviews)",4.7,(166 reviews),"$29,400", Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
202,2020 Toyota RAV4 XLE,"63,897 mi.",Dolan Toyota,4.6,"(1,291 reviews)",4.7,(166 reviews),"$32,491", Magnetic Gray , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
203,2020 Toyota Camry SE,"34,374 mi.",Palm Beach Toyota,4.7,(689 reviews),4.8,(142 reviews),"$25,957", Galactic Aqua , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
204,2021 Toyota Tundra SR5,"17,841 mi.",Jack Taylor's Alexandria Toyota,4.6,(511 reviews),4.9,(32 reviews),"$52,996", Black , Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
205,2020 Toyota RAV4 XLE,"12,806 mi.",Sun Toyota,4.9,"(8,347 reviews)",4.7,(166 reviews),"$32,095", Lunar Rock , Gray , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
206,2022 Toyota Corolla LE,"12,904 mi.",North Park Toyota of San Antonio,4.8,"(1,815 reviews)",5.0,(2 reviews),"$28,981", Ruby Flare Pearl , Light Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
207,2020 Toyota RAV4 LE,"45,526 mi.",AutoNation Toyota Las Vegas,4.6,"(2,035 reviews)",4.7,(166 reviews),"$28,405", Silver Sky Metallic , – , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
208,2020 Toyota RAV4 LE,"21,864 mi.",Nashville Toyota North,4.4,(226 reviews),4.7,(166 reviews),"$33,783", Super White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
209,2021 Toyota Corolla LE,"12,929 mi.",Toyota of Brookfield,4.8,"(1,682 reviews)",4.8,(74 reviews),"$23,600", Classic Silver Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
210,2021 Toyota RAV4 LE,"36,021 mi.",Right Toyota,4.6,"(1,811 reviews)",4.8,(102 reviews),"$29,935", Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
211,2019 Toyota Highlander XLE,"17,050 mi.",Advantage Toyota of River Oaks,4.3,(391 reviews),4.6,(363 reviews),"$39,473", Shoreline Blue Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
212,2019 Toyota RAV4 LE,"20,996 mi.",Ira Toyota of Danvers,4.4,"(2,636 reviews)",4.6,(444 reviews),"$29,900", Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
213,2021 Toyota RAV4 LE,"13,644 mi.",Andy Mohr Toyota,4.4,(773 reviews),4.8,(102 reviews),"$32,750", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
214,2019 Toyota RAV4 LE,"36,110 mi.",Toyota of Boardman,4.8,(776 reviews),4.6,(444 reviews),"$29,990", Magnetic Gray Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
215,2020 Toyota Tundra SR5,"21,884 mi.",Tansky Sawmill Toyota,4.6,(848 reviews),4.8,(66 reviews),"$46,460", Midnight Black Metallic , Graphite , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
216,2020 Toyota RAV4 LE,"21,689 mi.",Bernardi Toyota,4.7,"(1,113 reviews)",4.7,(166 reviews),"$31,471", Gray , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
217,2020 Toyota Camry SE,"21,047 mi.",Palm Beach Toyota,4.7,(689 reviews),4.8,(142 reviews),"$27,361", Midnight Black Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
218,2020 Toyota RAV4 XLE,"60,820 mi.",Toyota of Tampa Bay on Fletcher,4.8,"(3,253 reviews)",4.7,(166 reviews),"$28,248", Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
219,2019 Toyota RAV4 Limited,"13,446 mi.",Team Toyota,4.9,"(1,298 reviews)",4.6,(444 reviews),"$39,500", Blizzard Pearl , Gray , All-wheel Drive ,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152
220,2021 Toyota Camry SE,"24,854 mi.",Team One Toyota,3.3,(19 reviews),4.8,(69 reviews),"$31,777", Midnight Black Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
221,2019 Toyota RAV4 LE,"23,987 mi.",Beck Toyota,4.9,"(3,239 reviews)",4.6,(444 reviews),"$33,799", Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
222,2021 Toyota Camry SE,"18,940 mi.",Toyota of Tampa Bay on Fletcher,4.8,"(3,253 reviews)",4.8,(69 reviews),"$29,701", Celestial Silver Metallic , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
223,2018 Toyota Camry SE,"45,364 mi.",Peter Boulware Toyota,4.6,"(1,239 reviews)",4.7,(781 reviews),"$25,219", Predawn Gray Mica , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
224,2020 Toyota Camry SE,"61,777 mi.",Toyota of Tampa Bay on Fletcher,4.8,"(3,253 reviews)",4.8,(142 reviews),"$24,330", Wind Chill Pearl , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
225,2020 Toyota 4Runner TRD Pro,"19,659 mi.",Koons Arlington Toyota,4.5,(583 reviews),4.8,(84 reviews),"$58,500", Army Green , Black / Graphite , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
226,2020 Toyota Camry LE,"16,188 mi.",Toyota Hyundai of Southern Maryland,4.7,(639 reviews),4.8,(142 reviews),"$32,000", Galactic Aqua , Macadamia , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
227,2021 Toyota Corolla LE,"19,357 mi.",Atlanta Toyota,4.6,(911 reviews),4.8,(74 reviews),"$24,980", Barcelona Red , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
228,2021 Toyota RAV4 Prime XSE,"12,119 mi.",Continental Toyota,4.8,"(2,619 reviews)",4.9,(39 reviews),"$67,955", Supersonic Red / Midnight Black Metallic , Black , All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
229,2018 Toyota RAV4 XLE,"19,077 mi.",Autoland Toyota/Chrysler/Jeep/Dodge,4.7,"(1,186 reviews)",4.8,(770 reviews),"$32,992", Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
230,2020 Toyota C-HR LE,"17,065 mi.",Toyota Marin,4.9,"(3,807 reviews)",4.9,(28 reviews),"$29,900", Blizzard Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
231,2021 Toyota Corolla LE,"13,196 mi.",Cavender Toyota,4.6,(774 reviews),4.8,(74 reviews),"$28,891", Classic Silver , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
232,2019 Toyota RAV4 LE,"20,105 mi.",Corwin Toyota of Fargo,4.6,"(1,230 reviews)",4.6,(444 reviews),"$32,219", Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
233,2021 Toyota Tacoma SR,"19,390 mi.",Freeway Toyota of Hanford,4.5,(149 reviews),4.8,(85 reviews),"$34,894", Magnetic Gray Metallic , Cement , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC
234,2021 Toyota RAV4 LE,"18,273 mi.",Big Two Toyota of Chandler,4.0,(339 reviews),4.8,(102 reviews),"$37,930", White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
235,2020 Toyota Camry LE,"19,432 mi.",Team Toyota of Princeton,4.7,"(2,035 reviews)",4.8,(142 reviews),"$27,875", SILVER METALLIC , FA20 , – ,Gasoline ,8 Speed Elect Controlled Auto Transmission w/Inte.,2.5L
236,2021 Toyota Tacoma SR,"17,029 mi.",North Park Toyota of San Antonio,4.8,"(1,815 reviews)",4.8,(85 reviews),"$32,951", Gray , Cement , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC
237,2018 Toyota RAV4 Hybrid XLE,"45,548 mi.",Toyota of Lake City,4.0,(72 reviews),4.8,(115 reviews),"$37,000", Magnetic Gray Metallic , Black , All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid
238,2019 Toyota Corolla SE,"11,645 mi.",Ira Toyota of Danvers,4.4,"(2,636 reviews)",4.8,(167 reviews),"$23,600", Classic Silver Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
239,2020 Toyota RAV4 LE,"24,821 mi.",Ardmore Toyota,4.8,"(1,013 reviews)",4.7,(166 reviews),"$32,416", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
240,2021 Toyota Corolla LE,"32,299 mi.",Brent Brown Toyota,4.6,"(5,683 reviews)",4.8,(74 reviews),"$27,990", White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
241,2019 Toyota Mirai Base,"36,749 mi.",Stevens Creek Toyota,4.4,(403 reviews),2.5,(3 reviews),"$19,995", Black , – , Front-wheel Drive ,Electric ,1-Speed Automatic,Electric
242,2020 Toyota Camry LE,"35,595 mi.",Findlay Toyota Prescott,4.8,(573 reviews),4.8,(142 reviews),"$27,991", Predawn Gray Mica , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
243,2021 Toyota Tacoma SR5,"15,009 mi.",AutoFair Toyota,4.1,(470 reviews),4.8,(85 reviews),"$35,535", Midnight Black , Cement , Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC
244,2020 Toyota Tundra SR5,"19,627 mi.",Dublin Toyota,4.4,(135 reviews),4.8,(66 reviews),"$49,788", Super White , Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
245,2019 Toyota RAV4 LE,"23,513 mi.",Right Toyota,4.6,"(1,811 reviews)",4.6,(444 reviews),"$25,999", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
246,2017 Toyota Prius Prime Premium,"48,356 mi.",Cabe Toyota,4.8,(419 reviews),4.8,(85 reviews),"$31,488", Hypersonic Red , Black , Front-wheel Drive ,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid
247,2021 Toyota Corolla LE,"40,231 mi.",Camelback Toyota,4.3,(793 reviews),4.8,(74 reviews),"$24,997", Super White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
248,2019 Toyota Corolla SE,"20,253 mi.",Toyota of Keene,4.6,(113 reviews),4.8,(167 reviews),"$24,995", Black Sand Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
249,2018 Toyota RAV4 XLE,"37,956 mi.",Toyota of Lincolnwood,4.0,(633 reviews),4.8,(770 reviews),"$26,688", Super White , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
250,2022 Toyota Corolla LE,"13,424 mi.",Cavender Toyota,4.6,(774 reviews),5.0,(2 reviews),"$27,991", Black Sand Pearl , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
251,2022 Toyota Sienna XSE 7 Passenger,"11,451 mi.",Toyota of Plano,4.8,"(5,524 reviews)",4.8,(3 reviews),"$63,103", Midnight Black Metallic , – , Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
252,2017 Toyota Camry LE,"12,977 mi.",O'Brien Toyota of Peoria,4.6,(411 reviews),4.7,(464 reviews),"$27,000", Ruby Flare Pearl , Almond , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
253,2021 Toyota Corolla Nightshade,"23,529 mi.",Fitzgerald Toyota Chambersburg,4.8,(750 reviews),4.8,(74 reviews),"$28,488", White , White , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
254,2019 Toyota 4Runner Limited,"38,005 mi.",Longo Toyota of Prosper,4.9,(828 reviews),4.8,(189 reviews),"$43,991", Nautical Blue Metallic , Black Graphite , Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
255,2020 Toyota Corolla LE,"13,055 mi.",Sloane Toyota of Philadelphia,4.9,"(2,373 reviews)",4.7,(233 reviews),"$24,421", CELESTITE , Light Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
256,2019 Toyota Camry SE,"31,621 mi.",Toyota of Rockwall,4.7,"(4,226 reviews)",4.8,(309 reviews),"$30,325", Ruby Flare Pearl , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
257,2020 Toyota RAV4 XLE,"11,205 mi.",Avondale Toyota,4.9,"(2,315 reviews)",4.7,(166 reviews),"$38,481", Blueprint , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
258,2020 Toyota Tacoma SR5,"20,125 mi.",Kendall Toyota,4.6,"(1,399 reviews)",4.7,(123 reviews),"$35,992", Black , Black , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC
259,2020 Toyota Camry XSE,"18,384 mi.",Germain Toyota,4.7,"(2,155 reviews)",4.8,(142 reviews),"$31,994", Wind Chill Pearl , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
260,2018 Toyota RAV4 XLE,"14,822 mi.",Brunswick Auto Mart,4.6,"(2,190 reviews)",4.8,(770 reviews),"$29,760", Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
261,2020 Toyota RAV4 LE,"21,863 mi.",Gettel Toyota of Lakewood,4.7,"(2,488 reviews)",4.7,(166 reviews),"$29,897", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152
262,2017 Toyota Tacoma Limited,"49,560 mi.",AutoNation Toyota Pinellas Park,4.6,"(2,281 reviews)",4.6,(388 reviews),"$33,998", Silver Sky Metallic , – , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC
263,2020 Toyota 4Runner SR5,"46,419 mi.",Courtesy Toyota of Brandon,4.5,"(1,159 reviews)",4.8,(84 reviews),"$40,594", Classic Silver Metallic , Graphite , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
264,2021 Toyota Highlander XLE,"13,976 mi.",Beaver Toyota Cumming,4.8,"(1,209 reviews)",4.9,(93 reviews),"$45,992", Moon Dust , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
265,2021 Toyota RAV4 Prime XSE,"13,232 mi.",Rodland Toyota,4.8,"(1,678 reviews)",4.9,(39 reviews),"$65,998", Supersonic Red / Midnight Black Metallic , Black , All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
266,2021 Toyota RAV4 LE,"23,142 mi.",Acton Toyota of Littleton,4.8,"(3,682 reviews)",4.8,(102 reviews),"$32,892", White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
267,2020 Toyota RAV4 XLE,"65,900 mi.",Don McGill Toyota of Houston,4.4,(962 reviews),4.7,(166 reviews),"$31,399", Magnetic Gray , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
268,2020 Toyota Camry SE,"34,453 mi.",Palm Beach Toyota,4.7,(689 reviews),4.8,(142 reviews),"$27,608", Galactic Aqua , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
269,2019 Toyota RAV4 LE,"20,151 mi.",Ira Toyota of Hyannis,4.7,(796 reviews),4.6,(444 reviews),"$29,560", Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
270,2019 Toyota 4Runner SR5 Premium,"21,590 mi.",Mountain States Toyota,4.8,"(3,489 reviews)",4.8,(189 reviews),"$42,498", Black , Black , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
271,2020 Toyota RAV4 LE,"14,707 mi.",Clearwater Toyota,4.7,"(1,019 reviews)",4.7,(166 reviews),"$27,998", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
272,2019 Toyota RAV4 XLE,"32,637 mi.",Prestige Toyota of Ramsey,4.6,"(3,133 reviews)",4.6,(444 reviews),"$31,795", Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
273,2019 Toyota RAV4 LE,"14,509 mi.",Tansky Sawmill Toyota,4.6,(848 reviews),4.6,(444 reviews),"$32,269", Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
274,2019 Toyota RAV4 LE,"38,597 mi.",Burnsville Toyota,4.8,(948 reviews),4.6,(444 reviews),"$34,343", Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
275,2021 Toyota Corolla LE,"20,197 mi.",Sloane Toyota of Philadelphia,4.9,"(2,373 reviews)",4.8,(74 reviews),"$24,964", Super White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
276,2021 Toyota RAV4 LE,"12,712 mi.",Nashville Toyota North,4.4,(226 reviews),4.8,(102 reviews),"$34,782", Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
277,2022 Toyota 4Runner TRD Pro,"10,120 mi.",Passport Toyota,4.6,(399 reviews),,,"$60,000", Lime , Black / Graphite , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
278,2021 Toyota RAV4 XLE Premiu,"10,928 mi.",Toyota of Pharr,4.6,(257 reviews),4.8,(102 reviews),"$39,000", SILVER SKY METALLIC , EA10 , – ,Gasoline ,8 SPEED AUTOMATIC TRANSMISSION,2.5L
279,2021 Toyota Corolla LE,"12,112 mi.",Burnsville Toyota,4.8,(948 reviews),4.8,(74 reviews),"$28,479", Super White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
280,2020 Toyota RAV4 LE,"47,675 mi.",Camelback Toyota,4.3,(793 reviews),4.7,(166 reviews),"$29,664", White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
281,2020 Toyota RAV4 LE,"16,630 mi.",Irwin Automotive Group,4.8,"(1,693 reviews)",4.7,(166 reviews),"$30,775", Gray , – , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
282,2021 Toyota RAV4 XLE,"12,609 mi.",Rogers Toyota of Hermiston,5.0,(1 review),4.8,(102 reviews),"$35,895", Ruby Flare Pearl , – , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
